name;nationality;position;overall;age;real_team;device
Danilo Soddimo;Italy;LM|CM|CAM;66;32;Pisa;1
Magnus Lekven;Norway;CDM|CM;65;32;Vålerenga Fotball;1
Kamil Grosicki;Poland;LM;74;32;West Bromwich Albion;1
Sidney Sam;Germany;RM|LM;69;32;SCR Altach;1
Chico Flores;Spain;CB;68;33;CF Fuenlabrada;1
Ignacio González;Mexico;CB;68;36;Club León;1
Jim McNulty;Scotland;CB;62;35;Rochdale;1
Abel Aguilar;Colombia;CDM|CM;74;35;Club Unión Magdalena S.A;1
Cristian Zapata;Colombia;CB;76;33;Genoa;1
Rui Patrício;Portugal;GK;83;32;Wolverhampton Wanderers;1
Miguel Veloso;Portugal;CDM|CM;78;34;Hellas Verona;1
Cenk Gönen;Turkey;GK;64;32;Alanyaspor;1
Paul Baysse;France;CB;73;32;FC Girondins de Bordeaux;1
Lucas Deaux;France;CDM|CM;73;31;Nîmes Olympique;1
Adán;Spain;GK;81;33;Atlético Madrid;1
Bueno;Spain;ST|CAM;71;32;Boavista FC;1
Juan Mata;Spain;RM|CAM;80;32;Manchester United;1
Diego Biseswar;Netherlands;LM|CAM;76;32;PAOK;1
Stefano Okaka;Italy;ST;76;30;Udinese;1
Lazaros Christodoulopoulos;Greece;RM|LM;73;33;Olympiacos CFP;1
Aleandro Rosi;Italy;RB|CB|RM;70;33;Perugia;1
Mirko Bruccini;Italy;CDM|CM;70;34;Cosenza;1
Arjan Swinkels;Netherlands;CB;68;35;KV Mechelen;1
Eray Birniçan;Turkey;GK;65;32;Alanyaspor;1
Karamoko Cissé;Guinea;ST|CAM|LW;67;31;Castellammare di Stabia;1
Ricardo Faty;Senegal;CDM;71;33;MKE Ankaragücü;1
Thomas Mangani;France;CM;76;33;Angers SCO;1
Sergio Sánchez;Spain;CB;71;34;Albacete BP;1
Habib Habibou;Central African Rep.;ST;63;33;Fotbal Club Politehnica Ia?i;1
Christian Kum;Germany;RB|LB|CB;67;34;VVV-Venlo;1
Robert Zwinkels;Netherlands;GK;67;37;ADO Den Haag;1
Etienne Capoue;France;CDM|CM;79;32;Watford;1
Luigi Alberto Scaglia;Italy;LB|LM|CM;66;33;Trapani;1
Javier Hernández;Mexico;ST;78;32;LA Galaxy;1
Arnaud Djoum;Cameroon;LM|CM;70;31;Al Raed;1
Papakouli Diop;Senegal;CDM|CM;78;34;SD Eibar;1
Ivo;Brazil;CM;75;33;Henan Jianye FC;1
Ryan Donk;Netherlands;CB|CDM;77;34;Galatasaray SK;1
Nenê;Brazil;ST;69;37;Moreirense FC;1
Ruud Boffin;Belgium;GK;69;32;Antalyaspor;1
Scott Arfield;Canada;CM|CF;73;31;Rangers FC;1
Simon Pontdemé;France;GK;65;32;FC Chambly Oise;1
Canella;Spain;LB;66;32;CD Lugo;1
Simone Iacoponi;Italy;RB|CB;72;33;Parma;1
Éder;Italy;ST;79;33;Jiangsu Suning FC;1
Wout Brama;Netherlands;CDM|CM;68;33;FC Twente;1
Miguel Layún;Mexico;RB|LB|RM;74;32;Monterrey;1
Jordan Harvey;United States;LB;66;36;LAFC;1
Alessio Cerci;Italy;ST|RW;71;33;Salerno;1
Kees Luijckx;Netherlands;CB;67;34;Silkeborg IF;1
Ruud Vormer;Netherlands;CM;78;32;Club Brugge KV;1
Jeremain Lens;Netherlands;RM|LM;76;32;Besiktas JK;1
Charlie Mulgrew;Scotland;CB;69;34;Blackburn Rovers;1
Federico Peluso;Italy;LB|CB;72;36;Sassuolo;1
César Cortés;Chile;LM|CM;68;36;CD Palestino;1
Antunes;Portugal;LB;79;33;Getafe CF;1
Nicolas Frey;France;RB|LB;65;36;Chievo Verona;1
Andrea Luci;Italy;CDM|CM;70;35;Livorno;1
Janus Drachmann;Denmark;CDM|CM;68;32;Odense Boldklub;1
Luigi Vitale;Italy;LB|LM;69;32;La Spezia;1
Daniel Ciofani;Italy;ST;70;34;Cremona;1
Andrea Paolucci;Italy;CM;67;33;Chiavari;1
Bobby Olejnik;Austria;GK;63;33;Mansfield Town;1
Olivier Giroud;France;ST;80;33;Chelsea;1
Salvatore Burrai;Italy;CM;69;33;Pordenone;1
Radja Nainggolan;Belgium;CM|CAM|CF;84;32;Cagliari;1
Antonio Piccolo;Italy;CAM|CF|RW;67;32;Cremona;1
Pablo Daniel Osvaldo;Italy;ST;72;34;Club Atlético Banfield;1
Éver Banega;Argentina;CDM|CM;84;32;Sevilla FC;1
Bruno Urribarri;Argentina;LB;69;33;Patronato;1
Javier García;Argentina;GK;72;33;Racing Club;1
Erik Pieters;Netherlands;LB;73;31;Burnley;1
Bracali;Brazil;GK;72;39;Boavista FC;1
Ione Cabrera;Spain;CB;64;34;WSG Swarovski Tirol;1
Alex Pearce;Republic of Ireland;CB;69;31;Millwall;1
Scott Jamieson;Australia;LB;66;31;Melbourne City;1
Tomasz Cywka;Poland;RB|CDM|CM;63;32;Lech Poznan;1
Stefano Napoleoni;Italy;ST|LM|CAM;69;34;Göztepe SK;1
Ugur Demirok;Turkey;CB;70;32;Konyaspor;1
Mats Hummels;Germany;CB;87;31;Borussia Dortmund;1
Varela;Cape Verde;CB;76;32;PAOK;1
Adrián González;Spain;CDM|CM|CAM;73;32;Málaga CF;1
David Caiado;Portugal;LM|CAM;66;33;Asocia?ia Fotbal Club Hermannstadt;1
Mosquera;Spain;CDM;73;32;SD Huesca;1
Fernando Forestieri;Italy;ST|CAM|LW;71;30;Sheffield Wednesday;1
Sergio Asenjo;Spain;GK;82;31;Villarreal CF;1
Bozhidar Mitrev;Bulgaria;GK;63;33;Fotbal Club Voluntari;1
Adam Marciniak;Poland;LB|CB;63;31;Arka Gdynia;1
Rouwen Hennings;Germany;ST;75;32;Fortuna Düsseldorf;1
Loïc Rémy;France;ST;77;33;LOSC Lille;1
Amin Nouri;Norway;RB;65;30;Vålerenga Fotball;1
Marko Marin;Germany;RM|LM|CAM;76;31;Al Ahli;1
Vito Mannone;Italy;GK;72;32;Esbjerg fB;1
Stefan Maierhofer;Austria;ST;64;37;WSG Swarovski Tirol;1
Ola Kamara;Norway;ST|LW;75;30;D.C. United;1
Miralem Sulejmani;Serbia;LM;77;31;BSC Young Boys;1
Mario Gavranovic;Switzerland;ST|CAM|CF;70;30;Dinamo Zagreb;1
Radoslaw Majewski;Poland;LM|CAM;66;33;Western Sydney Wanderers;1
Gary Hooper;England;ST;71;32;Wellington Phoenix;1
Pablo Hernández;Spain;RM|CM|CAM;76;35;Leeds United;1
George Boyd;Scotland;RM|LM|CM;68;34;Peterborough United;1
Adel Taarabt;Morocco;CM|CAM;78;31;SL Benfica;1
Søren Rieks;Denmark;LM;71;33;Malmö FF;1
David Worrall;England;RM|LM|CM;66;30;Port Vale;1
Simon Kjær;Denmark;CB;81;31;Milan;1
Jesper Juelsgård;Denmark;CB;66;31;Aarhus AGF;1
Tommy Rowe;England;LB|LWB|CM|LW;69;31;Bristol City;1
Anthony Pilkington;Republic of Ireland;ST|RM;68;32;Wigan Athletic;1
Miguel Samudio;Paraguay;LB;73;33;Club Olimpia;1
Chris Seitz;United States;GK;66;33;D.C. United;1
José Joaquín Martínez;Mexico;RB;71;33;Monarcas Morelia;1
Rinaldo Cruzado;Peru;CM|CAM;70;35;Club Alianza Lima;1
Emiliano Insúa;Argentina;LB|LWB|LW;72;31;LA Galaxy;1
Leandro Grimi;Argentina;LB|CB;66;35;Club Atlético Huracán;1
Joris Sainati;France;CB;68;31;FC Lorient;1
David Cabrera;Mexico;CDM|CM;68;30;U.N.A.M.;1
Sho Ito;Japan;ST;69;32;Kashima Antlers;1
Sam Vokes;Wales;ST;70;30;Stoke City;1
Joaquín Larrivey;Argentina;ST;70;35;Universidad de Chile;1
Óscar Cardozo;Paraguay;ST;73;37;Club Libertad;1
Emiliano Vecchio;Argentina;CM|CAM;73;31;Club Bolívar;1
Ralf Fährmann;Germany;GK;78;31;SK Brann;1
Benedikt Höwedes;Germany;LB|CB;79;32;Lokomotiv Moscow;1
Damien Da Silva;France;CB;77;32;Stade Rennais FC;1
Jesús Paganoni;Mexico;RB;68;31;Puebla;1
Brecht Capon;Belgium;RWB|RB|RM|RW;69;32;KV Oostende;1
Edinson Cavani;Uruguay;ST;86;33;Paris Saint-Germain;1
Happy Jele;South Africa;RB|CB;68;33;Orlando Pirates;1
Diego Costa;Spain;ST;82;31;Atlético Madrid;1
Sami Khedira;Germany;CDM|CM;83;33;Juventus;1
Federico Fazio;Argentina;CB;78;33;Roma;1
David Perkins;England;CDM|CM;65;38;Tranmere Rovers;1
Reuben Reid;England;ST;64;32;Cheltenham Town;1
Gary Sawyer;England;LB|CB;63;35;Plymouth Argyle;1
Manuel Viniegra;Mexico;CM;64;32;Fútbol Club Juárez;1
Dame N'Doye;Senegal;ST;74;35;FC København;1
Nuno Pinto;Portugal;LB;70;33;Vitória Setúbal;1
Marcel Heller;Germany;RM|LM;69;34;SV Darmstadt 98;1
Ragnar Sigur?sson;Iceland;CB;73;34;FC København;1
Ari Skúlason;Iceland;LB|LWB|LM|LW;68;33;KV Oostende;1
Oliver Bozanic;Australia;CDM|LM|CM;65;31;Heart of Midlothian;1
Cédric Avinel;France;CB;69;33;Athlétic Club Ajaccio;1
David Luiz;Brazil;CB;81;33;Arsenal;1
Edgar;Brazil;ST|RW;70;33;Daegu FC;1
Frank Feltscher;Venezuela;RM|LM;64;32;Rionegro Águilas;1
Ridge Munsy;Switzerland;ST|RM|LW;65;31;FC Thun;1
Michel Morganella;Switzerland;RM|LM;63;31;Livorno;1
Björn Kopplin;Germany;RB|LB;66;31;Randers FC;1
Miralem Pjanic;Bosnia & Herzegovina;CDM|CM;86;30;Juventus;1
Séamus Coleman;Republic of Ireland;RB;78;31;Everton;1
William;Brazil;CDM|CM|CAM;71;33;Deportivo Toluca;1
Fernandinho Silva;Brazil;LM|CM|CAM;73;34;Chongqing Dangdai Lifan FC SWM Team;1
Ki Sung Yueng;Korea Republic;CDM|CM;75;31;RCD Mallorca;1
Dejan Damjanovic;Montenegro;ST|CF;68;39;Daegu FC;1
Park Won Jae;Korea Republic;LB|LM;64;36;Jeonbuk Hyundai Motors;1
Marcelo;Brazil;CB;77;33;Olympique Lyonnais;1
Nils Schouterden;Belgium;LB|LWB|LM|LW;69;31;KAS Eupen;1
Ronan Finn;Republic of Ireland;RWB|CM|CAM|RW;63;32;Shamrock Rovers;1
Luisinho;Portugal;LB;73;35;SD Huesca;1
Willian;Brazil;RM|RW|LW;82;31;Chelsea;1
Ceyhun Gülselam;Turkey;CDM|CM;70;32;Alanyaspor;1
Adam Danch;Poland;CB|CDM;62;32;Arka Gdynia;1
Iriome;Spain;RM|RW;66;33;CD Lugo;1
Tommy Elphick;England;CB;70;32;Huddersfield Town;1
Craig Cathcart;Northern Ireland;CB;75;31;Watford;1
Guilherme;Russia;GK;78;34;Lokomotiv Moscow;1
Liam Reddy;Australia;GK;63;38;Perth Glory;1
Eiji Kawashima;Japan;GK;69;37;RC Strasbourg Alsace;1
Nikolai Topor-Stanley;Australia;CB;64;35;Newcastle Jets;1
Andrew Durante;New Zealand;CB;66;38;Western United FC;1
Tarek Elrich;Australia;RB|LB|CB;61;33;Perth Glory;1
Kengo Nakamura;Japan;CAM;70;39;Kawasaki Frontale;1
Tando Velaphi;Australia;GK;60;33;Perth Glory;1
Fahad Al Shammari;Saudi Arabia;GK;59;39;Al Fayha;1
Ondrej Kúdela;Czech Republic;CB|CDM;75;33;SK Slavia Praha;1
David McGoldrick;Republic of Ireland;ST;73;32;Sheffield United;1
Adam Lallana;England;CM;78;32;Liverpool;1
Radim Rezník;Czech Republic;RB|CB;73;31;Viktoria Plzen;1
Jay O'Shea;Republic of Ireland;CM|CAM|RW;65;31;Brisbane Roar;1
Edin Dzeko;Bosnia & Herzegovina;ST;84;34;Roma;1
Brad Knighton;United States;GK;66;35;New England Revolution;1
Leigh Broxham;Australia;LB|CB|CDM;66;32;Melbourne Victory;1
Nordin Gerzic;Sweden;CDM|CM;67;36;Örebro SK;1
Dino Djulbic;Australia;CB;61;37;Perth Glory;1
Makoto Hasebe;Japan;CB|CDM;78;36;Eintracht Frankfurt;1
Chong Te Se;Korea DPR;ST;66;36;Shimizu S-Pulse;1
Tomáš Horava;Czech Republic;CDM|CM|CAM;72;32;Viktoria Plzen;1
André Hainault;Canada;CB;65;34;1. FC Kaiserslautern;1
Adam Hloušek;Czech Republic;LB|LM;72;31;Viktoria Plzen;1
Fernando Boldrin;Brazil;RM|CAM;73;31;Çaykur Rizespor;1
Marek Suchy;Czech Republic;CB;74;32;FC Augsburg;1
Borek Dockal;Czech Republic;CM|CAM;76;31;Sparta Praha;1
Tomáš Necid;Czech Republic;ST;68;30;ADO Den Haag;1
Georginio Wijnaldum;Netherlands;CDM|CM;85;29;Liverpool;1
Michael Almebäck;Sweden;CB;65;32;Örebro SK;1
Albin Ekdal;Sweden;CDM|CM;76;31;Sampdoria;1
Kebba Ceesay;Gambia;RB|CB;66;32;IK Sirius;1
Pierre Bengtsson;Sweden;LB;68;32;FC København;1
Alexander Gerndt;Sweden;ST|CF;69;34;FC Lugano;1
Léo Silva;Brazil;CDM|CM;71;34;Kashima Antlers;1
Marcelo Martins;Bolivia;ST;72;33;Free Agents;1
Andreas Landgren;Sweden;RB|CDM;67;31;Helsingborgs IF;1
Jakob Johansson;Sweden;CDM|CM;72;30;Stade Rennais FC;1
William Vainqueur;France;CDM;74;31;Toulouse Football Club;1
Larrys Mabiala;DR Congo;CB;73;32;Portland Timbers;1
Damien Marcq;France;CDM|CM;68;31;SV Zulte Waregem;1
Rasmus Bengtsson;Sweden;CB;74;34;Malmö FF;1
Aly Cissokho;France;LB;68;32;Antalyaspor;1
Ivan Perišic;Croatia;LM|LW;83;31;FC Bayern München;1
Vassilis Torosidis;Greece;RB|LB|CDM;71;35;Olympiacos CFP;1
Dean Bouzanis;Australia;GK;63;29;Melbourne City;1
Nigel Boogaard;Australia;CB;63;33;Newcastle Jets;1
Alex Wilkinson;Australia;CB;72;35;Sydney FC;1
Danny Vukovic;Australia;GK;75;35;KRC Genk;1
Romain Armand;France;ST|LM|LW;67;33;Paris FC;1
François Bellugou;France;CDM|CM;68;33;AJ Auxerre;1
Mapou Yanga-Mbiwa;France;CB;72;31;Olympique Lyonnais;1
Odil Akhmedov;Uzbekistan;CDM|CM;74;32;Shanghai SIPG FC;1
Shaun Williams;Republic of Ireland;CDM|CM;70;33;Millwall;1
Andreas Lukse;Austria;GK;65;32;1. FC Nürnberg;1
Tim Matavz;Slovenia;ST;72;31;Vitesse;1
Vedran Corluka;Croatia;CB;80;34;Lokomotiv Moscow;1
Fedor Kudryashov;Russia;LB|CB|LWB|LW;72;33;Antalyaspor;1
Stevan Jovetic;Montenegro;ST|CAM|CF;78;30;AS Monaco Football Club SA;1
Yang Cheng;China PR;GK;63;34;Hebei China Fortune FC;1
Wang Xiaolong;China PR;RM|RW;63;34;Tianjin Tianhai FC;1
Cui Peng;China PR;CDM|CM;60;33;Shandong Luneng TaiShan FC;1
Arturo Vidal;Chile;CDM|CM|CAM;84;33;FC Barcelona;1
Zhu Ting;China PR;RB|RM|RW;58;35;Dalian YiFang FC;1
Huang Bowen;China PR;CDM|CM;68;33;Guangzhou Evergrande Taobao FC;1
Andrés Ríos;Argentina;ST;69;30;San Jose Earthquakes;1
Titi;Brazil;CB;74;32;Göztepe SK;1
Sidnei;Brazil;CB;80;30;Real Betis;1
Ai Zhibo;China PR;CB;60;37;Wuhan Zall Professional FC;1
Yao Hanlin;China PR;RM|CM|RW;58;35;Wuhan Zall Professional FC;1
Zeng Cheng;China PR;GK;71;33;Shanghai Greenland Shenhua FC;1
Rong Hao;China PR;RB|LB|RM;62;33;Tianjin TEDA FC;1
Wu Yan;China PR;GK;66;31;Henan Jianye FC;1
Denis;Brazil;GK;72;33;Gil Vicente FC;1
Kosta Barbarouses;New Zealand;ST|RW;71;30;Sydney FC;1
Qin Sheng;China PR;CB|CDM|CM;66;33;Shanghai Greenland Shenhua FC;1
Zheng Long;China PR;RM|LM|RW;66;32;Dalian YiFang FC;1
Vince Lia;Australia;CDM|CM;61;35;Perth Glory;1
Alexandru Epureanu;Moldova;CB;75;33;Medipol Basaksehir FK;1
Greg Bolger;Republic of Ireland;CDM|CM;63;31;Shamrock Rovers;1
Erling Knudtzon;Norway;RM|LM;65;31;Molde FK;1
Andrea Ranocchia;Italy;CB;75;32;Inter;1
Gaetano Berardi;Switzerland;RB|LB|CB;71;31;Leeds United;1
Sebastian De Maio;France;CB;75;33;Udinese;1
Mirko Drudi;Italy;RB|CB;68;33;Pescara;1
Dale Stephens;England;CDM|CM;76;31;Brighton & Hove Albion;1
Richard O'Donnell;England;GK;65;31;Bradford City;1
David Stockdale;England;GK;67;34;Wycombe Wanderers;1
Mark Beevers;England;CB;68;30;Peterborough United;1
Anthony Modeste;France;ST;76;32;1. FC Köln;1
Wang Dalei;China PR;GK;70;31;Shandong Luneng TaiShan FC;1
Jérémy Huyghebaert;Belgium;LB|CB;64;31;Royal Excel Mouscron;1
Wayne Sandilands;South Africa;GK;69;36;Orlando Pirates;1
Hao Junmin;China PR;CDM|CM;71;33;Shandong Luneng TaiShan FC;1
Li Benjian;China PR;LM|CM|CAM;57;34;Henan Jianye FC;1
Yang Qipeng;China PR;GK;59;33;Tianjin TEDA FC;1
Tan Wangsong;China PR;RB|LB;59;34;Tianjin TEDA FC;1
Jamie Jones;England;GK;67;31;Wigan Athletic;1
Liu Weidong;China PR;RM|LM|RW;58;33;Chongqing Dangdai Lifan FC SWM Team;1
Chen Lei;China PR;LB|CB;62;34;Chongqing Dangdai Lifan FC SWM Team;1
Zhang Chengdong;China PR;RB|RM|RW;68;31;Hebei China Fortune FC;1
Dai Lin;China PR;CB;68;32;Shandong Luneng TaiShan FC;1
Ding Jie;China PR;CDM|CM;58;33;Chongqing Dangdai Lifan FC SWM Team;1
Zhang Lu;China PR;GK;63;32;Tianjin Tianhai FC;1
Yang Shanping;China PR;CB;62;32;Dalian YiFang FC;1
Yang Xu;China PR;ST;65;33;Tianjin Tianhai FC;1
Mitchell Langerak;Australia;GK;70;31;Nagoya Grampus;1
Robbie Kruse;Australia;RW|LW;70;31;Melbourne Victory;1
Cheng Yuelei;China PR;GK;65;32;Guangzhou R&F FC;1
Zhao Mingjian;China PR;RB;66;32;Shanghai Greenland Shenhua FC;1
Yu Ziqian;China PR;GK;58;35;Dalian YiFang FC;1
Li Xuepeng;China PR;LB;70;31;Guangzhou Evergrande Taobao FC;1
Zhang Chong;China PR;GK;62;32;Dalian YiFang FC;1
Scott Davies;England;GK;63;33;Tranmere Rovers;1
Diego Godín;Uruguay;CB;87;34;Inter;1
Fernando Muslera;Uruguay;GK;82;34;Galatasaray SK;1
Martín Cáceres;Uruguay;RB|CB;77;33;Fiorentina;1
Martin Männel;Germany;GK;70;32;FC Erzgebirge Aue;1
Toni Kroos;Germany;CM;89;30;Real Madrid;1
Kermit Erasmus;South Africa;ST|CAM;69;30;Free Agents;1
Danny Hylton;England;ST;68;31;Luton Town;1
Daniel Gordon;Jamaica;CB;70;35;Karlsruher SC;1
Beto;Portugal;GK;76;38;Göztepe SK;1
Rúben Ribeiro;Portugal;CAM|LW;73;32;Gil Vicente FC;1
Mahmut Tekdemir;Turkey;CB|CDM|CM;75;32;Medipol Basaksehir FK;1
Colin Daniel;England;LB;62;32;Burton Albion;1
Alan Power;Republic of Ireland;CDM|CM;70;32;Kilmarnock;1
Joe Mattock;England;LB;67;30;Rotherham United;1
Mërgim Mavraj;lbania;CB;71;34;SpVgg Greuther Fürth;1
Thorsten Kirschbaum;Germany;GK;67;33;VVV-Venlo;1
Jose Holebas;Greece;LB;75;36;Watford;1
Adam Legzdins;England;GK;64;33;Burnley;1
Wan Houliang;China PR;CB;58;34;Beijing Renhe FC;1
Andy Carroll;England;ST;75;31;Newcastle United;1
Kazenga LuaLua;DR Congo;ST|LM|LW;67;29;Luton Town;1
Diego Vera;Uruguay;ST;69;35;Curicó Unido;1
Óscar Bagüí;Ecuador;LB;63;37;CS Emelec;1
Balázs Dzsudzsák;Hungary;RM|CAM;76;33;Al Ain FC;1
Carlos Sánchez;Colombia;CB|CDM;72;34;West Ham United;1
Kieran Agard;England;ST;65;30;Milton Keynes Dons;1
Håvard Nordtveit;Norway;CB|CDM;74;30;TSG 1899 Hoffenheim;1
Roberto Rosales;Venezuela;RWB|RB|RW;76;31;CD Leganés;1
Sébastien Bruzzese;Belgium;GK;68;31;KV Kortrijk;1
Pablo Aguilar;Paraguay;CB;77;33;Cruz Azul;1
Neal Bishop;England;CM;63;38;Mansfield Town;1
Max-Alain Gradel;Ivory Coast;LM|LW;78;32;Toulouse Football Club;1
Aleš Hruška;Czech Republic;GK;73;34;Viktoria Plzen;1
Lei Yongchi;China PR;ST|CF;59;31;Tianjin TEDA FC;1
Sui Donglu;China PR;CB|CDM;61;37;Henan Jianye FC;1
Matt Simon;Australia;ST;62;34;Central Coast Mariners;1
Mathieu Baudry;France;CB;66;32;Swindon Town;1
Claudio Beauvue;France;ST|RW;71;32;RC Deportivo;1
Nordin Amrabat;Morocco;RM|LM;78;33;Al Nassr;1
Troy Deeney;England;ST;77;32;Watford;1
Ciaran Clark;Republic of Ireland;CB;77;30;Newcastle United;1
Marc Albrighton;England;RM|LM|RW;76;30;Leicester City;1
Krystian Pearce;England;CB;66;30;Mansfield Town;1
Oier;Spain;GK;74;30;RCD Espanyol;1
Kelvin Etuhu;Nigeria;CDM|CM;61;32;Carlisle United;1
Shay Logan;England;RB;68;32;Aberdeen;1
Lucas Barrios;Paraguay;ST;72;35;Gimnasia y Esgrima La Plata;1
Valentin Stocker;Switzerland;RM|LM|CAM;74;31;FC Basel 1893;1
Marcello Gazzola;Italy;RB;66;35;Empoli;1
Petar Zanev;Bulgaria;LB|CB;66;34;Free Agents;1
Milan Škoda;Czech Republic;ST;72;34;Çaykur Rizespor;1
Jan Morávek;Czech Republic;CM|CAM;72;30;FC Augsburg;1
Luís Aguiar;Uruguay;CM;72;34;Club Alianza Lima;1
Piotr Malinowski;Poland;LWB|RM|LM|LW;62;36;RKS Raków Czestochowa SA;1
Andrew Redmayne;Australia;GK;67;31;Sydney FC;1
Raúl Bobadilla;Paraguay;ST;71;33;Guaraní (Paraguay);1
Steven Lang;Switzerland;RM|LM;62;32;Servette FC;1
Paulo Vinícius;Brazil;CB;73;35;CFR Cluj;1
Henri Saivet;Senegal;CDM|CM|CAM;70;29;Newcastle United;1
Eden Hazard;Belgium;ST|LW;91;29;Real Madrid;1
Jérémy Taravel;France;CB;67;33;KSV Cercle Brugge;1
Aurélien Chedjou;Cameroon;CB;73;35;Amiens SC;1
Mamadou Sakho;France;CB;77;30;Crystal Palace;1
Fabien Lemoine;France;CDM|CM;72;33;FC Lorient;1
Yohan Benalouane;Tunisia;CB;70;33;Nottingham Forest;1
David González;Colombia;GK;71;38;Deportivo Cali;1
Fin Bartels;Germany;RM|LM|CF;74;33;SV Werder Bremen;1
Pål André Helland;Norway;RW;68;30;Rosenborg BK;1
Jo Inge Berget;Norway;ST|CF;68;29;Malmö FF;1
Timo Gebhart;Germany;CM|CAM;64;31;TSV 1860 München;1
Fabian Frei;Switzerland;CDM|CM;74;31;FC Basel 1893;1
Jayson Leutwiler;Canada;GK;64;31;Blackburn Rovers;1
Víctor Díaz;Spain;RB;75;32;Granada CF;1
Anthony Weber;France;CB;72;33;Stade Malherbe Caen;1
Ljubomir Fejsa;Serbia;CDM|CM;76;31;D. Alavés;1
Jonatan Tollås Nation;Norway;CB;67;30;Vålerenga Fotball;1
Georges Mandjeck;Cameroon;CB|CDM;72;31;Sparta Praha;1
Giovanni Sio;Ivory Coast;ST|RM;75;31;Gençlerbirligi SK;1
Moussa Sissoko;France;CDM|RM|CM;79;30;Tottenham Hotspur;1
Davide Di Gennaro;Italy;CM|CAM;67;32;Castellammare di Stabia;1
Jonny Howson;England;RWB|CB|CM|RW;71;32;Middlesbrough;1
Tom Elliott;England;ST;67;29;Salford City;1
Daniel Schwaab;Germany;CB;76;31;PSV;1
Fabian Delph;England;LB|CDM|CM;77;30;Everton;1
James Henry;England;RM|CM|RW;69;31;Oxford United;1
Joe Jacobson;Wales;LB;67;33;Wycombe Wanderers;1
Prince Oniangué;Congo;CDM|CM;70;31;Stade Malherbe Caen;1
Eros Pisano;Italy;RB;67;33;Pisa;1
Jack Rodwell;England;CB|CDM|CM;68;29;Sheffield United;1
Sten Michael Grytebust;Norway;GK;73;30;FC København;1
Marek Štech;Czech Republic;GK;63;30;Luton Town;1
Jordan Spence;England;RB;68;30;ADO Den Haag;1
Konstantinos Mitroglou;Greece;ST;75;32;PSV;1
Sébastien Wüthrich;Switzerland;LM|CAM;68;30;Servette FC;1
Johannes van den Bergh;Germany;LB;68;33;Holstein Kiel;1
Zanka;Denmark;CB;76;30;Fortuna Düsseldorf;1
Orestis Karnezis;Greece;GK;76;35;Napoli;1
Marco Parolo;Italy;CDM|CM;80;35;Lazio;1
Yaw Amankwah;Norway;CB;66;32;Stabæk Fotball;1
Yuri Berchiche;Spain;LB;81;30;Athletic Club;1
Jens Grahl;Germany;GK;67;31;VfB Stuttgart;1
Abu Ogogo;England;CDM|CM;65;30;Bristol Rovers;1
Rui Fonte;Portugal;ST;71;30;SC Braga;1
Fran Mérida;Spain;CDM|CM;75;30;CA Osasuna;1
Jay Spearing;England;CDM|CM;68;31;Blackpool;1
Barry Bannan;Scotland;CDM|CM;74;30;Sheffield Wednesday;1
Graham Burke;Republic of Ireland;CAM;66;26;Shamrock Rovers;1
Jonathan Hogg;England;CDM|CM;73;31;Huddersfield Town;1
Elliot Parish;England;GK;62;30;St. Johnstone FC;1
Neven Subotic;Serbia;CB;76;31;1. FC Union Berlin;1
Konstantin Engel;Kazakhstan;RB|LB|CB;66;32;VfL Osnabrück;1
Arne Feick;Germany;LB;67;32;1. FC Heidenheim 1846;1
Erwin Mulder;Netherlands;GK;70;31;Swansea City;1
Sebastian Langkamp;Germany;CB;74;32;SV Werder Bremen;1
Eric Maxim Choupo-Moting;Cameroon;ST|LW;75;31;Paris Saint-Germain;1
Norman Theuerkauf;Germany;LB|CB|CDM;71;33;1. FC Heidenheim 1846;1
Max Kruse;Germany;ST|CAM;83;32;Fenerbahçe SK;1
Sören Gonther;Germany;CB;70;33;FC Erzgebirge Aue;1
Nils Petersen;Germany;ST;77;31;Sport-Club Freiburg;1
Jesús Molina;Mexico;CB|CDM|CM;73;32;Guadalajara;1
Erik Domaschke;Germany;GK;65;34;SV Meppen;1
Alexander Stolz;Germany;GK;65;36;TSG 1899 Hoffenheim;1
Slobodan Rajkovic;Serbia;CB;72;31;Perugia;1
Robert Tesche;Germany;CDM|CM;69;33;VfL Bochum 1848;1
Christian Strohdiek;Germany;CB;69;32;SC Paderborn 07;1
Lukas Königshofer;Austria;GK;67;31;KFC Uerdingen 05;1
Alexander Grünwald;Austria;CDM|CM|CAM;71;31;FK Austria Wien;1
Christian Ramsebner;Austria;CB;70;31;LASK Linz;1
Martin Kobras;Austria;GK;66;34;SCR Altach;1
Christoph Kröpfl;Austria;LM;63;30;TSV Hartberg;1
Roberto;Spain;GK;75;34;D. Alavés;1
Emanuele Terranova;Italy;CB;69;33;Cremona;1
Mario de Luna;Mexico;CB;67;32;Club Atlético de San Luis;1
Daniel Toth;Austria;CDM|CM|CAM;66;33;FC Admira Wacker Mödling;1
Martyn Waghorn;England;ST|RM|LM;71;30;Derby County;1
Jordan Henderson;England;CDM|CM;85;30;Liverpool;1
Sascha Mölders;Germany;ST;67;35;TSV 1860 München;1
Simon Terodde;Germany;ST;76;32;1. FC Köln;1
Michael Zullo;Australia;LB;67;31;Sydney FC;1
Alfonso Blanco;Mexico;GK;69;32;Pachuca;1
